(15, 75.9375, 1832.0)
(15, 77.015625, 1872.5)
(15, 78.109375, 1912.0)
(15, 80.328125, 1999.25)
(15, 81.46875, 1983.75)
(15, 82.5625, 1953.0)
(15, 83.828125, 1922.75)
(15, 84.984375, 1899.0)
(15, 86.09375, 1874.25)
(15, 88.796875, 1161.5)
(15, 89.921875, 1149.25)
(15, 91.09375, 1137.75)
(15, 92.234375, 1126.0)
(15, 93.359375, 1113.25)
(15, 94.4375, 1102.75)
(15, 95.609375, 1091.75)
(15, 96.734375, 1081.0)
(15, 97.921875, 1073.0)
(15, 98.9375, 1065.5)
(15, 100.109375, 1059.5)
(15, 101.171875, 1054.5)
(15, 102.375, 1045.5)
(15, 103.53125, 1038.5)
(15, 104.65625, 1034.5)
(15, 105.75, 1027.5)
(15, 106.890625, 1020.75)
(15, 107.8125, 1014.25)
(15, 108.953125, 1009.0)
(15, 110.140625, 1008.0)
(15, 111.234375, 1007.75)
(15, 112.3125, 1002.75)
(15, 113.40625, 999.25)
(15, 114.546875, 997.75)
(15, 115.625, 995.25)
(15, 116.75, 996.0)
(15, 117.953125, 995.5)
(15, 119.046875, 994.5)
(15, 120.125, 994.25)
(15, 121.28125, 995.0)
(15, 122.40625, 995.25)
(15, 123.53125, 996.75)
(15, 124.546875, 999.25)
(15, 126.296875, 1604.25)
(15, 127.375, 1609.0)
(15, 128.46875, 1617.5)
(15, 129.578125, 1619.75)
(15, 130.734375, 1623.5)
(15, 131.90625, 1629.0)
(15, 133.015625, 1638.75)
(15, 134.125, 1648.25)
(15, 135.234375, 1654.25)
(15, 136.3125, 1660.25)
(15, 137.46875, 1667.75)
(15, 138.546875, 1677.0)
(15, 139.625, 1687.5)
(15, 140.75, 1698.75)
(15, 141.875, 1710.75)
(15, 142.984375, 1729.5)
(15, 144.0625, 1743.75)
(15, 145.1875, 1756.5)
(15, 146.328125, 1777.25)
(15, 147.40625, 1791.5)
(15, 148.5, 1806.25)
(15, 154.15625, 1789.25)
(15, 155.40625, 1736.75)
(15, 156.546875, 1688.5)
(15, 157.703125, 1656.0)
(15, 175.921875, 1186.0)
(15, 177.15625, 1168.25)
(15, 178.25, 1153.5)
(15, 196.328125, 1044.0)
(15, 198.671875, 997.5)
(15, 199.796875, 996.25)
(15, 200.84375, 992.5)
(15, 201.9375, 989.0)
(15, 203.15625, 985.0)
(15, 204.34375, 981.0)
(15, 205.40625, 979.0)
(15, 206.53125, 977.0)
(15, 207.65625, 975.75)
(15, 208.765625, 976.75)
(15, 209.984375, 975.25)
(15, 211.109375, 975.0)
(15, 212.15625, 976.75)
(15, 213.25, 977.75)
(15, 214.421875, 978.0)
(15, 215.546875, 978.5)
(15, 216.65625, 980.0)
(15, 217.765625, 983.5)
(15, 218.953125, 988.25)
(15, 220.09375, 990.25)
(15, 221.21875, 993.75)
(15, 222.34375, 996.75)
(15, 223.359375, 1001.25)
(15, 224.484375, 1006.75)
(15, 225.59375, 1008.25)
(15, 226.765625, 1017.25)
(15, 233.1875, 438.0)
(15, 234.234375, 432.5)
(15, 235.40625, 430.5)
(15, 236.46875, 430.75)
(15, 237.84375, 426.25)
(15, 239.046875, 420.75)
(15, 239.9375, 422.75)
(15, 242.421875, 422.75)
(15, 243.390625, 422.25)
(15, 244.59375, 427.75)
(15, 245.40625, 433.0)
(15, 246.640625, 440.25)
(15, 247.78125, 450.0)
(15, 257.6875, 1477.25)
(15, 258.796875, 1512.75)
(15, 259.859375, 1547.0)
(15, 261.03125, 1571.25)
(15, 262.140625, 1565.0)
(15, 263.265625, 1542.25)
(15, 264.4375, 1522.0)
(15, 265.546875, 1503.5)
(15, 266.6875, 1486.75)
(15, 267.828125, 1469.0)
(15, 268.984375, 1450.5)
(15, 270.03125, 1438.0)
(15, 271.203125, 1427.0)
(15, 272.3125, 1411.25)
(15, 273.453125, 1397.75)
(15, 274.578125, 1386.5)
(15, 275.75, 1374.75)
(15, 276.859375, 1364.75)
(15, 277.953125, 1355.25)
(15, 279.171875, 1342.75)
(15, 280.234375, 1332.75)
(15, 281.375, 1328.5)
(15, 282.484375, 1321.75)
(15, 283.59375, 1312.75)
(15, 284.796875, 1308.25)
(15, 285.84375, 1303.25)
(15, 290.6875, 4462.25)
(15, 291.8125, 4441.0)
(15, 292.9375, 4430.25)
(15, 294.078125, 4421.5)
(15, 295.1875, 4426.0)
(15, 296.3125, 4424.25)
(15, 297.421875, 4416.0)
(15, 298.453125, 4408.5)
(15, 299.578125, 4398.25)
(15, 300.703125, 4412.5)
(15, 301.8125, 4417.25)
(15, 302.9375, 4410.25)
(15, 304.0625, 4417.75)
(15, 305.171875, 4483.5)
(15, 306.28125, 4553.5)
(15, 309.640625, 4528.5)
(15, 310.734375, 4496.75)
(15, 311.875, 4524.0)
(15, 312.984375, 4550.75)
(15, 314.109375, 4572.75)
(15, 315.203125, 4595.75)
(15, 316.328125, 4610.75)
(15, 317.4375, 4645.0)
(15, 318.5625, 4679.25)
(15, 319.671875, 4702.0)
(15, 320.796875, 4733.75)
(15, 321.890625, 4761.5)
(15, 334.21875, 5372.5)
(15, 335.34375, 5468.5)
(15, 336.4375, 5549.75)
(15, 337.5625, 5634.75)
(15, 340.375, 1682.0)
(11, 342.625, 1663.25)
