(15, 353.0625, 677.0)
(15, 354.1875, 674.0)
(15, 355.25, 673.25)
(15, 356.359375, 673.5)
(15, 357.515625, 673.0)
(15, 358.703125, 673.5)
(15, 359.859375, 672.25)
(15, 1.046875, 671.25)
(15, 2.09375, 673.0)
(15, 3.21875, 674.75)
(15, 4.4375, 675.75)
(15, 5.5625, 675.75)
(15, 6.65625, 677.0)
(15, 7.90625, 678.25)
(15, 8.953125, 680.5)
(15, 10.265625, 683.75)
(15, 11.28125, 685.0)
(15, 12.359375, 687.25)
(15, 13.640625, 691.0)
(15, 17.203125, 1322.5)
(15, 18.28125, 1331.0)
(15, 19.421875, 1338.5)
(15, 20.609375, 1350.75)
(15, 21.71875, 1359.25)
(15, 22.859375, 1369.5)
(15, 24.03125, 1384.75)
(15, 25.1875, 1395.0)
(15, 26.296875, 1404.75)
(15, 27.421875, 1420.25)
(15, 28.578125, 1439.0)
(15, 29.71875, 1454.25)
(15, 30.859375, 1470.5)
(15, 31.953125, 1490.75)
(15, 33.140625, 1506.0)
(15, 34.265625, 1524.75)
(15, 35.4375, 1546.5)
(15, 36.59375, 1566.75)
(15, 37.75, 1591.0)
(15, 43.53125, 1593.5)
(15, 44.65625, 1561.0)
(15, 45.8125, 1526.0)
(15, 47.03125, 1498.5)
(15, 48.203125, 1467.75)
(15, 49.390625, 1437.75)
(15, 50.515625, 1408.25)
(15, 51.75, 1383.25)
(15, 52.875, 1362.0)
(15, 54.078125, 1339.25)
(15, 55.203125, 1316.75)
(15, 87.765625, 1054.5)
(15, 88.8125, 1056.0)
(15, 90.046875, 1056.5)
(15, 91.234375, 1055.0)
(15, 92.296875, 1055.5)
(15, 93.46875, 1055.75)
(15, 94.640625, 1056.25)
(15, 95.765625, 1057.75)
(15, 123.109375, 1252.75)
(15, 124.1875, 1266.0)
(15, 125.34375, 1281.5)
(15, 126.453125, 1299.0)
(15, 127.578125, 1322.0)
(15, 128.75, 1346.5)
(15, 129.84375, 1367.25)
(15, 130.96875, 1388.75)
(15, 132.140625, 1415.0)
(15, 133.234375, 1439.5)
(15, 134.40625, 1467.0)
(15, 135.5, 1502.25)
(15, 136.65625, 1533.75)
(15, 137.78125, 1568.5)
(15, 138.890625, 1607.25)
(15, 139.96875, 1650.0)
(15, 141.140625, 1693.5)
(15, 142.234375, 1734.0)
(15, 143.359375, 1780.75)
(15, 144.5, 1831.75)
(15, 145.65625, 1865.75)
(15, 146.859375, 1867.5)
(15, 147.96875, 1847.25)
(15, 149.09375, 1821.75)
(15, 150.328125, 1802.25)
(15, 151.453125, 1785.0)
(15, 152.578125, 1763.25)
(15, 153.75, 1744.75)
(15, 154.984375, 1732.0)
(15, 156.15625, 1718.75)
(15, 157.359375, 1706.5)
(15, 158.515625, 1692.75)
(15, 159.625, 1680.0)
(15, 160.84375, 1669.75)
(15, 161.984375, 1660.5)
(15, 163.09375, 1653.5)
(15, 166.515625, 736.75)
(15, 167.796875, 726.75)
(15, 168.90625, 722.5)
(15, 170.0, 719.25)
(15, 171.28125, 716.75)
(15, 172.28125, 716.75)
(15, 173.4375, 719.5)
(15, 174.609375, 723.0)
(15, 175.78125, 733.25)
(15, 179.140625, 758.75)
(15, 180.3125, 747.5)
(15, 181.515625, 740.5)
(15, 182.671875, 730.75)
(15, 183.90625, 725.75)
(15, 188.421875, 747.0)
(15, 189.515625, 748.5)
(15, 195.96875, 4867.25)
(15, 197.125, 4918.5)
(15, 208.78125, 4032.5)
(15, 216.109375, 1815.75)
(15, 217.34375, 1767.75)
(15, 218.484375, 1725.0)
(15, 219.671875, 1684.0)
(15, 220.84375, 1647.5)
(15, 222.0625, 1610.0)
(15, 223.21875, 1574.0)
(15, 224.40625, 1543.75)
(15, 225.578125, 1513.0)
(15, 226.75, 1484.75)
(15, 227.859375, 1459.25)
(15, 229.0, 1435.5)
(15, 230.203125, 1410.75)
(15, 231.296875, 1387.75)
(15, 232.53125, 1367.25)
(15, 233.6875, 1348.25)
(15, 236.859375, 753.25)
(15, 238.015625, 753.0)
(15, 239.21875, 752.0)
(15, 240.34375, 750.75)
(15, 241.484375, 749.5)
(15, 242.65625, 746.25)
(15, 243.765625, 744.75)
(15, 244.890625, 745.25)
(15, 246.078125, 743.5)
(15, 251.1875, 1167.25)
(15, 252.265625, 1159.75)
(15, 253.390625, 1152.25)
(15, 257.671875, 702.75)
(15, 258.890625, 697.25)
(15, 259.96875, 690.75)
(15, 261.109375, 682.5)
(15, 262.375, 673.5)
(15, 263.640625, 665.75)
(15, 264.65625, 660.0)
(15, 265.796875, 655.25)
(15, 267.0, 654.25)
(15, 270.65625, 1122.25)
(15, 271.875, 1122.75)
(15, 273.03125, 1126.0)
(15, 274.125, 1128.25)
(15, 275.296875, 1128.75)
(15, 276.4375, 1132.0)
(15, 277.5625, 1136.5)
(15, 278.78125, 1141.75)
(15, 279.890625, 1146.75)
(15, 281.09375, 1150.0)
(15, 282.15625, 1155.5)
(15, 283.28125, 1162.25)
(15, 284.453125, 1167.5)
(15, 310.53125, 1528.0)
(15, 311.671875, 1555.25)
(15, 312.75, 1585.25)
(15, 313.890625, 1621.0)
(15, 316.1875, 1707.5)
(15, 317.3125, 1673.75)
(15, 318.484375, 1646.75)
(15, 319.65625, 1619.5)
(15, 322.84375, 842.5)
(15, 324.0, 829.0)
(15, 325.125, 819.75)
(15, 326.40625, 808.25)
(15, 327.4375, 795.5)
