(15, 70.5, 1110.5)
(15, 71.65625, 1103.5)
(15, 72.796875, 1096.25)
(15, 73.96875, 1089.0)
(15, 75.125, 1082.5)
(15, 76.21875, 1076.75)
(15, 77.359375, 1072.25)
(15, 78.484375, 1068.75)
(15, 79.609375, 1067.75)
(15, 109.265625, 1120.75)
(15, 110.40625, 1122.0)
(15, 111.578125, 1118.75)
(15, 112.65625, 1129.0)
(15, 113.84375, 1139.25)
(15, 114.984375, 1149.5)
(15, 116.078125, 1160.5)
(15, 117.15625, 1172.25)
(15, 118.328125, 1184.0)
(15, 119.421875, 1199.0)
(15, 120.5625, 1216.5)
(15, 121.65625, 1229.5)
(15, 122.828125, 1245.5)
(15, 123.921875, 1264.25)
(15, 125.0625, 1279.25)
(15, 126.1875, 1295.5)
(15, 127.265625, 1314.75)
(15, 128.453125, 1337.5)
(15, 129.5, 1361.5)
(15, 130.640625, 1385.0)
(15, 131.78125, 1407.5)
(15, 132.9375, 1432.5)
(15, 133.984375, 1462.0)
(15, 135.140625, 1495.25)
(15, 136.25, 1524.75)
(15, 137.390625, 1554.75)
(15, 138.484375, 1595.0)
(15, 139.640625, 1634.25)
(15, 140.796875, 1651.5)
(15, 141.890625, 1640.75)
(15, 143.078125, 1617.25)
(15, 144.234375, 1595.25)
(15, 145.390625, 1573.0)
(15, 146.53125, 1550.5)
(15, 147.625, 1533.5)
(15, 148.828125, 1514.0)
(15, 149.953125, 1495.5)
(15, 151.09375, 1482.75)
(15, 152.265625, 1471.0)
(15, 153.40625, 1457.75)
(15, 154.546875, 1446.0)
(15, 155.875, 1433.25)
(15, 156.96875, 1419.75)
(15, 158.171875, 1410.5)
(15, 159.296875, 1401.0)
(15, 160.40625, 1393.0)
(15, 165.265625, 632.0)
(15, 166.359375, 619.0)
(15, 167.5625, 611.75)
(15, 168.609375, 608.5)
(15, 169.75, 611.0)
(15, 176.453125, 640.25)
(15, 177.765625, 640.25)
(15, 178.71875, 643.0)
(15, 179.984375, 646.0)
(15, 181.046875, 640.5)
(15, 184.59375, 646.75)
(15, 185.6875, 649.75)
(15, 186.765625, 641.25)
(15, 188.078125, 642.25)
(15, 189.140625, 648.0)
(15, 190.109375, 658.75)
(15, 194.03125, 4620.0)
(15, 195.1875, 4623.0)
(15, 196.328125, 4628.75)
(15, 197.46875, 4662.25)
(15, 198.609375, 4693.0)
(15, 199.75, 4707.25)
(15, 200.90625, 4739.25)
(15, 202.046875, 4785.5)
(15, 203.265625, 4762.5)
(15, 213.53125, 5310.0)
(15, 214.671875, 5391.25)
(15, 215.828125, 5475.25)
(15, 216.96875, 5528.25)
(15, 219.875, 1676.75)
(15, 221.078125, 1638.5)
(15, 222.21875, 1604.25)
(15, 223.421875, 1567.5)
(15, 224.578125, 1533.25)
(15, 225.703125, 1506.25)
(15, 226.9375, 1480.5)
(15, 228.078125, 1453.75)
(15, 229.25, 1429.5)
(15, 230.375, 1409.0)
(15, 231.546875, 1389.5)
(15, 232.71875, 1367.0)
(15, 233.90625, 1343.75)
(15, 235.078125, 1322.5)
(15, 236.171875, 1304.25)
(15, 237.34375, 1290.5)
(15, 238.484375, 1277.5)
(15, 239.65625, 1264.25)
(15, 240.84375, 1252.0)
(15, 241.984375, 1238.75)
(15, 243.15625, 1226.0)
(15, 244.328125, 1215.5)
(15, 245.46875, 1205.25)
(15, 246.671875, 1194.5)
(15, 247.828125, 1182.75)
(15, 248.90625, 1172.75)
(15, 250.109375, 1165.75)
(15, 251.265625, 1173.0)
(15, 252.375, 1166.0)
(15, 253.484375, 1146.25)
(15, 257.796875, 665.5)
(15, 259.078125, 667.0)
(15, 260.171875, 668.5)
(15, 261.21875, 672.75)
(15, 262.4375, 676.5)
(15, 263.515625, 678.75)
(15, 264.625, 681.5)
(15, 265.828125, 684.25)
(15, 266.9375, 688.0)
(15, 270.734375, 1119.25)
(15, 271.90625, 1116.75)
(15, 273.03125, 1118.0)
(15, 278.34375, 700.0)
(15, 279.46875, 696.5)
(15, 280.765625, 694.0)
(15, 281.765625, 693.5)
(15, 282.984375, 693.75)
(15, 284.046875, 692.25)
(15, 285.40625, 690.25)
(15, 286.46875, 687.5)
(15, 287.5625, 685.5)
(15, 288.671875, 685.0)
(15, 289.859375, 685.75)
(15, 293.546875, 1235.0)
(15, 294.609375, 1259.75)
(15, 295.828125, 1275.5)
(15, 296.9375, 1278.75)
